,CF1-1,CF1-2,CF1-3,CF1-4,CF1-5,CF1-6,CF1-7,CF1-8,CF1-9,CF1-10,CF1-11,CF1-13,CF1-14,CF1-15,CF2-1,CF2-2,CF2-3,CF2-4,CF2-5,CF2-6,CF2-7,CF2-8,CF2-9,CF2-10,CF2-11,CF2-12,CF2-13,CF2-14,CF2-15,CF3-1,CF3-2,CF3-3,CF3-4,CF3-5,CF3-6,CF3-7,CF3-8,CF3-9,CF3-12,CF3-13,CF3-14,CF3-15,CF4-1,CF4-2,CF4-3,CF4-4,CF4-5,CF4-9,CF4-10,CF4-11,CF4-13,CF4-14,CF4-15,CF5-1,CF5-2,CF5-3,CF5-4,CF5-5,CF5-6,CF5-7,CF5-8,CF5-9,CF5-10,CF5-11,CF5-12,CF5-13,CF5-14,CF5-15,CF6-1,CF6-2,CF6-3,CF6-4,CF6-5,CF6-6,CF6-7,CF6-8,CF6-9,CF6-10,CF6-11,CF6-12,CF6-13,CF6-14,CD1-1,CD1-2,CD1-3,CD1-4,CD1-5,CD1-6,CD1-7,CD1-8,CD1-9,CD1-10,CD1-11,CD1-12,CD1-13,CD1-14,CD1-15,CD1-16,CD1-17,CD1-18,CD1-19,CD1-20,CD1-21,CD1-22,CD1-23,CD1-24,CD1-25,CD1-26,CD1-27,CD1-28,CD1-29,CD1-30,CD1-31,CD1-32,CD1-33,CD1-34,CD1-35,CD1-36,CD1-37,CD1-38,CD1-39,CD1-40,CD1-41,CD1-42,CD1-43,CD1-44,CD1-45,CD1-46,CD1-47,CD1-48,CD1-49,CD1-50,CD1-51,CD1-52,CD1-53,CD1-54,CD1-55,CD1-56,CD1-57,CD1-58,CD1-59,CD1-60,CD1-61,CD1-62,CD1-63,CD1-64,CD1-65,CD1-66,CD1-67,CD1-68,CD1-69,CD1-70,CD1-71,CD1-72,CD1-73,CD1-74,CD1-75,CD1-76,CD1-77,CD1-78,CD1-79,CD1-80,CD1-81,CD1-82,CD1-83,CD1-84,CD1-85,CD1-86,CD1-87,CD1-88,CD1-89,CD1-90,CD1-91,CD1-92,CD1-93,CD1-94,CD1-95,CD1-96,CD1-97,CD1-98,CD1-99,CD1-100,CD6-1,CD6-2,CD6-3,CD6-4,CD6-5,CD6-6,CD6-7,CD6-8,CD6-9,CD6-10,CD6-11,CD6-12,CD6-13,CD6-14,CD6-15,CD6-16,CD6-17,CD6-19,CD6-20,CD6-21,CD6-22,CD6-23,CD6-24,CD6-25,CD6-26,CD6-27,CD6-28,CD6-29,CD6-30,CD6-31,CD6-32,CD6-33,CD6-34,CD6-35,CD6-36,CD6-37,CD6-38,CD6-39,CD6-40,CD6-41,CD6-42,CD6-43,CD6-44,CD6-45,CD6-46,CD6-47,CD6-48,CD6-49,CD6-50,CD6-51,CD6-52,CD6-53,CD6-54,CD6-55,CD6-56,CD6-57,CD6-58,CD6-59,CD6-60,CD6-61,CD6-62,CD6-63,CD6-64,CD6-65,CD6-66,CD6-67,CD6-68,CD6-69,CD6-70,CD6-71,CD6-72,CD6-73,CD6-74,CD6-75,CD6-76,CD6-77,CD6-78,CD6-79,CD6-80,CD6-81,CD6-82,CD6-83,CD6-84,CD6-85,CD6-86,CD6-87,CD6-88,CD6-89,CD6-90,CD6-91,CD6-92,CD6-93,CD6-94,CD6-95,CD6-96,CD6-97,CD6-98,CD6-99,CD6-100
CF3-1,99.89601116,99.87794009,99.86826621,99.82154641,99.71891235,99.89980374,99.89664577,99.92371519,99.89722751,99.9052624,99.95554052,99.96218202,99.88415648,99.90695942,64.40065619,64.83044552,63.9709942,64.69643394,65.13026621,65.54198248,66.11097367,64.82207005,65.5586255,64.77002717,64.9626739,64.32038207,64.6922733,64.083043,64.39559893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-2,99.91586097,99.9437731,99.92407155,99.89044446,99.81214564,99.93687509,99.9104653,99.9546442,99.93592159,99.95833882,99.96651157,99.94132899,99.94625612,99.94029791,64.63208516,64.99835805,64.20914115,64.8589546,65.34676348,65.75901576,66.32196884,65.01700856,65.78372617,64.95670886,65.17804348,64.502934,64.93191048,64.25080482,64.61449371,99.94061071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-3,99.89366658,99.88003563,99.87459664,99.85040528,99.75239774,99.91224128,99.87251818,99.89769775,99.88320551,99.90752477,99.95233359,99.95237749,99.88681542,99.93086522,64.71011526,65.12516984,64.26064203,64.99410995,65.42592541,65.83894477,66.40756115,65.11852453,65.84827876,65.06979334,65.25665245,64.62436282,64.99907511,64.37335066,64.71333005,99.97097934,99.92569266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-4,99.91582653,99.93153119,99.90269275,99.8703629,99.7928846,99.92466162,99.90058378,99.93388558,99.91427536,99.95026735,99.97139326,99.92071956,99.91090988,99.93400517,64.39030456,64.74485525,63.97219316,64.61776867,65.10358136,65.5115086,66.07873335,64.76149947,65.54043739,64.70861856,64.93755931,64.25993442,64.68803315,64.00295887,64.38668943,99.92989509,99.97193422,99.92896167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-5,99.8828709,99.88381815,99.86539961,99.82109266,99.73563933,99.89336732,99.90926998,99.94006207,99.90695947,99.91269367,99.93743113,99.93504094,99.87562419,99.8785706,64.07828473,64.50585727,63.65864533,64.36709718,64.80335058,65.2246666,65.77737705,64.49915432,65.24216526,64.44281671,64.64091187,63.99357878,64.37311545,63.75807245,64.06207166,99.97256773,99.9449975,99.93884644,99.92871404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-6,99.8214793,99.79699469,99.81990095,99.82410356,99.74747372,99.82170295,99.75082424,99.79876726,99.79408164,99.82343296,99.87736079,99.8890207,99.89195562,99.92079596,66.09287165,66.45367614,65.62597687,66.3032751,66.78251416,67.22450806,67.78580574,66.48905936,67.22468744,66.44600956,66.6206596,65.95246849,66.37365979,65.70073087,66.08909576,99.85431681,99.87454894,99.8896781,99.86533516,99.80206879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-7,99.82610191,99.763183,99.80240872,99.78932278,99.71461134,99.79364006,99.763582,99.8079213,99.7873597,99.78067179,99.87802288,99.90451197,99.89356292,99.91168445,65.62936824,66.01154882,65.14298277,65.83324477,66.30687929,66.7499916,67.31844869,66.04473094,66.76598441,65.99484304,66.1535129,65.49026969,65.88972818,65.2391418,65.60336548,99.84351843,99.84753472,99.85557163,99.83663191,99.79500492,99.92055695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-8,99.82424552,99.79452137,99.81889917,99.82235429,99.74728985,99.8261,99.75828773,99.81146719,99.79807399,99.81524057,99.86548615,99.9077695,99.91127508,99.90312029,65.9335244,66.32841651,65.47226505,66.15447773,66.61732637,67.08296861,67.63315307,66.36930761,67.0790763,66.31430408,66.46235014,65.8207273,66.21464373,65.56880222,65.90572263,99.86446429,99.87460332,99.89057985,99.8316285,99.82511885,99.93607457,99.89046013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-9,99.5901963,99.53609911,99.61540606,99.6458417,99.63823616,99.5842315,99.50494474,99.56259178,99.57846538,99.5520598,99.60258679,99.66759853,99.72358262,99.73069081,67.62183424,67.95899481,67.13063877,67.78313248,68.28168612,68.74490803,69.30567762,68.03194324,68.74370056,67.97424547,68.11821394,67.46385413,67.87862469,67.22627058,67.59249954,99.57896019,99.62252517,99.63813726,99.59708905,99.51322731,99.82785466,99.76383738,99.79236544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-12,99.77734851,99.76487313,99.78568632,99.80289549,99.73036969,99.78983496,99.70486722,99.76373868,99.75134061,99.78918669,99.83910797,99.84601046,99.8670026,99.87078447,65.76022803,66.09704624,65.27072823,65.92805837,66.43322128,66.89128673,67.43806915,66.15077471,66.87316586,66.09777501,66.26048994,65.6081053,66.03664081,65.33757027,65.73832419,99.80248846,99.84220357,99.8462942,99.82309789,99.77111855,99.93529654,99.8618282,99.91880482,99.78657829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-13,99.81148147,99.77926111,99.82715285,99.84440094,99.80114906,99.80835286,99.75359594,99.79621806,99.80244412,99.79890336,99.84448622,99.87737915,99.90539008,99.9202752,66.22549478,66.58947558,65.74614305,66.42417076,66.90763793,67.36704012,67.92028357,66.62380643,67.35368066,66.58001131,66.74274091,66.08988569,66.49492953,65.83828472,66.21611381,99.81490639,99.83894453,99.84756052,99.82137067,99.75995955,99.95789242,99.91965914,99.91441384,99.88523145,99.91225521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-14,99.05722736,99.03749079,99.13769732,99.14383366,99.17431072,99.05083216,98.94660153,99.05651416,99.05957348,99.02870397,99.05912739,99.13104292,99.19940027,99.18287793,67.92623716,68.3035798,67.4425306,68.1000057,68.61785866,69.04365109,69.63255216,68.3347894,69.08023091,68.2812511,68.45064274,67.80494573,68.19259242,67.52920282,67.89773254,99.02830382,99.1051036,99.07849089,99.044722,98.99531853,99.31046069,99.23710782,99.30257047,99.39564329,99.35717209,99.35072164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF3-15,99.76810277,99.74729616,99.75114634,99.73593254,99.66891004,99.76646191,99.73153401,99.76397543,99.7543816,99.78976703,99.82613108,99.81635323,99.77966709,99.84229787,65.63127746,66.00320542,65.18213048,65.89139427,66.3137385,66.76151552,67.30965041,66.02197733,66.75744384,65.98898434,66.15426401,65.52492522,65.91587407,65.283114,65.65687077,99.84036102,99.81728858,99.87194005,99.83657646,99.79248913,99.90937941,99.82036798,99.84524121,99.74721288,99.84507259,99.88249641,99.20720361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-1,65.78657578,65.76796866,66.29766,66.51538726,67.1017138,65.96010081,65.43174848,65.3633201,65.91923904,65.47917128,65.24896227,65.6893378,66.21744985,66.07089071,99.92093234,99.92678493,99.90378696,99.8993104,99.92430296,99.90912167,99.93579803,99.94033551,99.94355616,99.94414502,99.9327394,99.90853876,99.93833555,99.90437269,99.91427786,65.26319229,65.4812859,65.55830223,65.22092189,64.93553685,66.96569642,66.50962259,66.84376109,68.50291999,66.6402546,67.11088783,68.83804734,66.48533001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-2,67.98079703,67.90176467,68.45632327,68.68060595,69.24186433,68.1100169,67.57890373,67.53128909,68.07181062,67.63171846,67.42513609,67.90112158,68.41424464,68.28332073,99.47234215,99.48988916,99.386725,99.46171656,99.5514622,99.54357032,99.63441127,99.50883049,99.53843773,99.53374704,99.49071485,99.44092681,99.50649897,99.42997889,99.47912658,67.45422368,67.63388644,67.78561697,67.3850276,67.08494284,69.25236342,68.75551544,69.0885866,70.81502965,68.90797296,69.41149559,71.04738833,68.76769371,99.62885741,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-3,68.61050612,68.58065706,69.08400788,69.267726,69.79456449,68.76617125,68.25893408,68.22468366,68.74692929,68.3076945,68.12144896,68.56283545,69.07303027,68.90937785,98.67894928,98.76430247,98.6351416,98.85051557,98.86121792,98.80998784,98.95189768,98.82276988,98.7560203,98.83516913,98.72725222,98.67888069,98.77955199,98.57076108,98.72644151,68.14251587,68.29566842,68.45234331,68.06563497,67.79053358,69.80225804,69.4127384,69.67370248,71.24210272,69.45626173,69.93031527,71.58712525,69.36786797,98.90328045,98.96252729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-4,67.03956013,66.98421144,67.50727404,67.73071987,68.29031283,67.18067032,66.63947657,66.58320645,67.14156246,66.71190299,66.50360355,66.95382387,67.47028937,67.34210559,99.70757012,99.71683069,99.64528782,99.72619148,99.76809278,99.73188186,99.82797045,99.73261867,99.74761484,99.76196496,99.72554209,99.66655772,99.72836254,99.64473316,99.71000256,66.51796671,66.71758724,66.83719062,66.47616364,66.1558497,68.27445342,67.80859364,68.094706,69.8246657,67.9197098,68.4153476,70.02953043,67.77911929,99.80059312,99.69534603,99.19608542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-5,99.6874116,99.66031391,99.71121223,99.73935682,99.70746997,99.7077185,99.65292708,99.70172851,99.68367092,99.67631284,99.74954278,99.79133325,99.79774796,99.80643407,66.25599997,66.65804413,65.77897197,66.45853081,66.89912184,67.41585795,67.91453467,66.7131922,67.38282895,66.64446667,66.75166035,66.18176676,66.53267455,65.89576823,66.25210866,99.73584048,99.72625606,99.77413602,99.71030547,99.68735787,99.84576297,99.80016143,99.87526687,99.80042533,99.84130964,99.8593152,99.33126195,99.79649275,67.17338839,69.38827716,69.98408898,68.35822856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-9,99.78462451,99.75228965,99.7723204,99.78755533,99.71591473,99.77738688,99.70389605,99.75585332,99.75287053,99.78255717,99.83123627,99.85410086,99.859529,99.89601422,66.08464271,66.43620686,65.59929239,66.28857866,66.76010381,67.22609844,67.77416501,66.48389369,67.20133746,66.44053403,66.59662853,65.94925121,66.358231,65.69385268,66.08122779,99.82025823,99.82994847,99.87076006,99.82304447,99.75684714,99.97393577,99.89253569,99.93012417,99.85123732,99.9296448,99.96044031,99.31627838,99.91526129,66.95320947,69.27129173,69.81107387,68.28024446,99.84280715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-10,98.80302984,98.87222948,98.96544111,98.98796765,99.02541763,98.92572601,98.72776762,98.74029047,98.80703943,98.8586267,98.76403014,98.68304564,98.84670203,98.78970493,64.54336459,64.86571282,64.18669205,64.69225756,65.37191243,65.59390132,66.34916512,64.81092805,65.77693585,64.74501474,65.21054615,64.34102681,64.89907799,64.08837307,64.50166839,98.63270674,98.82017942,98.63859917,98.82033946,98.65843708,98.70371304,98.60463856,98.67246426,98.66745308,98.76847628,98.73935472,98.36314154,98.46618692,65.45722103,67.43988487,67.91837235,66.58330115,98.61214675,98.61455406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-11,99.85489899,99.81674636,99.84338456,99.82392473,99.7693097,99.83899085,99.82063948,99.8541732,99.84526239,99.83376434,99.90232658,99.91626948,99.88461059,99.91316979,65.63090619,66.01031403,65.15614218,65.84843607,66.31198816,66.74290379,67.29093027,66.01803236,66.74594045,65.97543292,66.14284394,65.5152347,65.89057412,65.25408082,65.60748697,99.899528,99.87744185,99.91217642,99.88189656,99.86777745,99.90867948,99.89793323,99.869122,99.74840845,99.87347777,99.90658352,99.25727205,99.87581824,66.46350838,68.70107059,69.36810053,67.75678109,99.81780866,99.88841012,98.68571489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-13,91.1816623,91.50639886,91.14687054,91.37679538,91.10129465,91.37747797,90.90589254,91.22400462,91.13375853,91.74757628,91.45233696,91.35931638,91.57690061,91.60662774,60.83671318,61.00878077,60.33824871,60.92144887,61.3292967,61.98881081,62.35347454,61.18017411,61.7539469,61.21780515,61.2079161,60.61647511,61.14318179,60.38393155,60.9052072,91.64034194,91.82166787,91.87981412,91.6593465,91.52212156,92.39467814,91.64310061,92.48943429,92.2242307,92.50253264,92.15120148,91.61390874,92.53506879,61.69995375,64.28011366,64.16687689,62.96964113,92.01829901,92.72098664,90.07792299,91.41430305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-14,90.93024385,91.21600202,90.86692632,91.11268075,90.83101233,91.09607798,90.63229454,90.93613032,90.85949755,91.4694835,91.19031293,91.11149734,91.32230952,91.39206494,61.19019932,61.34958697,60.66659865,61.25954945,61.65794775,62.33737261,62.67840993,61.5244929,62.08867977,61.58830133,61.55167342,60.95973527,61.48028558,60.73063642,61.27762114,91.38174646,91.54799459,91.63727547,91.39775564,91.2252502,92.2168644,91.47669988,92.25029321,92.07018369,92.27271563,91.98270791,91.3980111,92.36027792,62.02731653,64.6659427,64.50605882,63.3636398,91.78557181,92.55704956,89.71235661,91.21862855,99.91716491,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF4-15,90.91345658,91.24523669,90.86398047,91.09435683,90.80026064,91.09576627,90.61411006,90.94572166,90.84866811,91.48674618,91.19507138,91.08934528,91.3150581,91.34668666,60.75496548,60.92442398,60.26010628,60.83484512,61.26359907,61.91603344,62.28252161,61.08785453,61.67122504,61.12677458,61.13764275,60.51405189,61.05715205,60.28330449,60.82514942,91.38051263,91.56427182,91.6180058,91.40638701,91.25042147,92.16280586,91.39493294,92.23483895,91.94882717,92.26302472,91.89622513,91.41297247,92.25876937,61.61118493,64.1932341,64.12702408,62.91032906,91.72036395,92.47929921,89.77805379,91.15220294,99.93042327,99.88848156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CF5-1,99.26074823,99.25484445,99.42606885,99.50125962,99.54923922,99.31001777,99.1958333,99.25710716,99.31641325,99.21229816,99.21839269,99.34545541,99.52142632,99.45785743,68.62085839,68.98209322,68.13529657,68.76065497,69.29747223,69.78523693,70.3197869,69.04481775,69.75510704,68.98901622,69.13708086,68.4821753,68.91060732,68.22816149,68.60153683,99.10050298,99.24400498,99.17355335,99.14070773,99.04891206,99.45930784,99.44019057,99.50470965,99.61837194,99.45179874,99.59827118,99.26067673,99.21060366,69.60111334,71.90285603,72.27817134,70.81780206,99.50475172,99.46542088,98.55707821,99.33476573,91.36462731,91.1765234,91.07109744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
