,F1-1,F1-2,F1-3,F1-4,F1-5,F1-6,F1-7,F1-8,F1-9,F1-10,F1-11,F1-12,F1-13,F2-1,F2-2,F2-3,F2-4,F2-5,F2-6,F2-7,F2-8,F2-9,F2-10,F2-11,F2-12,F2-13,F2-14,F2-15,F3-1,F3-2,F3-3,F3-4,F3-5,F3-6,F3-7,F3-8,F3-9,F3-10,F3-11,F3-12,F3-13,F3-14,F3-15,F5-1,F5-2,F5-3,F5-4,F5-5,F5-6,F5-7,F5-8,F5-9,F5-10,F5-11,F5-12,F5-13,F5-14,F5-15,F6-1,F6-2,F6-3,F6-4,F6-5,F6-6,F6-7,F6-8,F6-9,F6-10,F6-11,F6-12,F6-13,F6-14,F6-15,D1-1,D1-2,D1-3,D1-4,D1-5,D1-6,D1-7,D1-8,D1-9,D1-10,D1-11,D1-12,D1-13,D1-14,D1-15,D1-16,D1-17,D1-18,D1-19,D1-20,D1-21,D1-22,D1-23,D1-24,D1-25,D1-26,D1-27,D1-28,D1-29,D1-30,D1-31,D1-32,D1-33,D1-34,D1-35,D1-36,D1-37,D1-38,D1-39,D1-40,D1-41,D1-42,D1-43,D1-44,D1-45,D1-46,D1-47,D1-48,D1-49,D1-50,D1-51,D1-52,D1-53,D1-54,D1-55,D1-56,D1-57,D1-58,D1-59,D1-60,D1-61,D1-62,D1-63,D1-64,D1-65,D1-66,D1-68,D1-70,D1-71,D1-72,D1-73,D1-74,D1-75,D1-76,D1-77,D1-78,D1-79,D1-80,AD6-26,AD6-27,AD6-28,AD6-29,AD6-30,AD6-31,AD6-32,AD6-33,AD6-34,AD6-35,AD6-36,AD6-37,AD6-38,AD6-39,AD6-40,AD6-41
D1-58,99.92562664,99.90843369,99.87165802,99.91867856,99.91402929,99.91943703,99.91233518,99.94398253,99.94615983,99.5257015,99.11626141,99.87662431,99.79944709,99.79273611,99.71938634,99.91574635,99.89497159,99.85852465,99.94442746,99.9272009,99.94125158,99.68136218,99.93636174,99.60596877,99.73611091,99.37495705,99.07694688,98.9487124,87.22344442,86.96708187,83.51576326,84.87771306,86.62508383,87.25909713,85.87534472,86.48522364,87.09417286,85.85530623,83.76483996,86.60590716,83.41189296,83.76640998,84.45621544,71.16653758,71.57311116,70.41632179,70.74518507,69.11496227,71.7419461,72.85976148,72.98695339,74.2318571,72.96200633,71.18065928,72.38624325,70.05949017,70.88724778,73.36364601,71.10300507,71.44177651,71.28735185,71.37563365,71.51998979,70.58772973,69.74550271,69.411226,70.30913033,69.73073838,70.09345043,70.19344711,69.73347869,68.82813353,72.78721887,98.99309894,98.60311028,99.05783526,98.90728724,99.31865914,99.1581668,99.67428346,99.37028419,98.71586372,97.46854959,98.48843043,98.41161631,99.25727629,98.10546906,99.65065346,99.38467015,99.40138104,99.32467493,99.47791644,99.01824122,99.46315266,99.74560219,99.60876775,99.0333782,97.52355032,97.88947671,97.89264518,98.6716634,97.57329883,98.93451209,99.08649455,99.51935408,99.78455239,99.79611525,99.13590045,98.57568939,99.3363662,99.66845993,99.48111009,98.62674166,97.64846105,98.47142631,99.316373,97.38934306,97.64705623,99.63282985,99.36924035,99.20533394,99.23565789,97.17523257,99.42001511,99.10235412,99.45386931,99.4881571,99.88062229,99.95455889,99.97188654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-59,99.93828899,99.91567929,99.84801643,99.93375032,99.90401114,99.93713932,99.90725459,99.969696,99.95861948,99.42312596,99.04884478,99.8700364,99.77135571,99.78746183,99.71908177,99.94502483,99.92169022,99.89488893,99.97004224,99.96547039,99.96373967,99.72219527,99.96711287,99.52167124,99.71322249,99.31416267,98.9903894,98.85226131,87.18346044,86.94162882,83.48331307,84.90140159,86.64356502,87.12007089,85.72276932,86.41822486,87.00131205,85.77184969,83.69297478,86.63008979,83.43781037,83.74892584,84.49816841,70.91345603,71.34298249,70.12985126,70.46776157,68.77977534,71.50017867,72.65694521,72.78234228,74.0730021,72.77387787,70.93034501,72.1531045,69.76703283,70.62826508,73.1829754,70.8469563,71.19208574,71.02953925,71.12398893,71.25914314,70.31749793,69.42375589,69.09608205,70.02684255,69.42463268,69.81530265,69.91968526,69.44316736,68.49949681,72.53513991,98.96464144,98.5536726,98.99621061,98.8629248,99.30035274,99.11720597,99.66589307,99.37134389,98.63832942,97.34158507,98.37545132,98.30327896,99.22550426,97.97175243,99.67256657,99.39685602,99.39809486,99.31697661,99.47016819,98.98803904,99.4428909,99.73777808,99.62425283,99.03787665,97.46361671,97.811038,97.81874916,98.61259676,97.49669636,98.90976143,98.89330683,99.36109597,99.73456706,99.683895,98.95781305,98.38084299,99.19622644,99.55209591,99.33148222,98.43357032,97.39825021,98.26479228,99.18462868,97.10311544,97.36356331,99.55108826,99.18733329,99.02563786,99.06626554,96.89828178,99.26701027,98.99012543,99.37806696,99.37352642,99.93076424,99.97761569,99.98209661,99.94773536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-60,99.9063467,99.90176203,99.79748543,99.90171686,99.87855168,99.90691136,99.87347915,99.93223374,99.9438149,99.46387109,99.01218069,99.819183,99.71108601,99.71236676,99.65476841,99.89562947,99.87687697,99.8785107,99.95028964,99.92832649,99.9205423,99.61445759,99.94216714,99.55322229,99.63192559,99.19441034,98.85759249,98.72029984,87.0520944,86.81825482,83.37106506,84.85456185,86.57289229,87.00593966,85.63652745,86.34368953,86.87356243,85.67037277,83.62997739,86.53074489,83.3945562,83.68311209,84.44295216,70.49999406,70.90975617,69.74907733,70.06707469,68.4467134,71.08419548,72.2072374,72.33646908,73.61453321,72.3216053,70.52786648,71.72386236,69.3839198,70.21912307,72.73267593,70.43990636,70.78610568,70.61310988,70.72335408,70.86170327,69.93112188,69.07671554,68.7482551,69.63742175,69.06745673,69.43249699,69.53335187,69.06619623,68.15919178,72.07304461,98.79258184,98.35429794,98.84497274,98.68796648,99.15215988,98.96275582,99.57184173,99.22150194,98.46873104,97.12128485,98.20914823,98.130167,99.08551565,97.79988349,99.57512602,99.24313975,99.25855336,99.16478623,99.33943364,98.81780646,99.31461459,99.67450718,99.5040263,98.85702176,97.19341598,97.57881275,97.57868774,98.42129836,97.24013683,98.71905445,98.92971895,99.40380462,99.72319003,99.73250547,98.95139222,98.33969659,99.17538709,99.58784825,99.3514064,98.39047238,97.34055152,98.23601717,99.14153452,97.09967351,97.36953356,99.54659895,99.24196712,99.06602732,99.08182173,96.87227617,99.27617942,98.94636985,99.34507202,99.38985208,99.93022084,99.97612357,99.96154535,99.97381774,99.95163015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-61,99.890031,99.89293083,99.76098846,99.898577,99.84816656,99.90351465,99.84791399,99.93957476,99.93183088,99.32758692,98.9840206,99.78244707,99.66162117,99.67247977,99.6481791,99.89287235,99.88447383,99.89743634,99.95645924,99.94845382,99.92342087,99.61878038,99.94609271,99.45506606,99.58498323,99.13142956,98.76721211,98.62163091,86.99498608,86.76265433,83.31783583,84.84228258,86.53993221,86.88783266,85.52281957,86.26955847,86.79159713,85.58360677,83.55245774,86.50471173,83.37622415,83.64089024,84.42514055,70.47514149,70.89822851,69.71515684,70.03943012,68.39784463,71.060152,72.19252993,72.32749997,73.62047869,72.33277179,70.48990893,71.70395178,69.34539993,70.1947161,72.72841866,70.40972866,70.75079473,70.58263472,70.68686564,70.82422685,69.89495389,69.02506092,68.69422856,69.60498379,69.01566239,69.38510836,69.50324153,69.03087944,68.10818574,72.04776286,98.76088214,98.30739895,98.79017112,98.64512559,99.11291528,98.91205301,99.53843008,99.20466257,98.39566618,97.0249225,98.11266489,98.04746324,99.04225536,97.69477802,99.55749869,99.24344566,99.23359418,99.14152741,99.30000233,98.77931964,99.29017835,99.64068215,99.48822262,98.83566349,97.14500641,97.50873913,97.50926123,98.36704928,97.17584453,98.67794373,98.78624054,99.29356283,99.66464607,99.65203772,98.83249746,98.20163535,99.07798796,99.51301652,99.24978744,98.25773522,97.18142179,98.10056642,99.0418477,96.91399686,97.21218671,99.49409105,99.12499132,98.98446276,98.97371502,96.73005538,99.17822113,98.87288712,99.29553274,99.32827556,99.96476059,99.98725549,99.96312047,99.93707602,99.97151631,99.96598696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-62,99.84594941,99.83949665,99.69538965,99.84864517,99.81145975,99.85964254,99.79912287,99.90179023,99.8878011,99.25782182,98.91834847,99.73158896,99.61394875,99.60789666,99.60587988,99.84859081,99.85265699,99.86218537,99.91980526,99.90618288,99.87599829,99.5864753,99.90895875,99.39471199,99.5391315,99.09064492,98.73123991,98.58670753,86.93855861,86.70609241,83.28027426,84.8582457,86.50231223,86.81139846,85.45772572,86.21295203,86.7438695,85.52029519,83.50174519,86.47590051,83.36049258,83.62587898,84.40745058,70.76485095,71.19098602,69.9920163,70.32132607,68.69406425,71.36604616,72.48755998,72.63604747,73.93920613,72.6288768,70.78645571,71.99806093,69.62248047,70.49529507,73.04350817,70.70563326,71.05884324,70.8686382,70.99463038,71.13084208,70.1944461,69.32240111,68.9876663,69.89583177,69.31484097,69.72852801,69.79907521,69.31762896,68.39702312,72.29837418,98.73097427,98.28137554,98.75785662,98.62072457,99.07575675,98.87712013,99.50288539,99.17517044,98.3620531,97.00856523,98.09406804,98.01955563,99.01903433,97.6698966,99.53874547,99.22423065,99.20727902,99.11844125,99.26031318,98.75162311,99.26255406,99.61668965,99.45408487,98.81174978,97.12350219,97.48378478,97.48361352,98.34100476,97.15760891,98.64049565,98.72628325,99.23971984,99.60379478,99.60076629,98.81254285,98.18427943,99.06009213,99.4830334,99.21840234,98.23432227,97.18057272,98.08342822,99.02142233,96.92259559,97.26111264,99.40464265,99.1021402,98.97401236,98.94709977,96.74683046,99.14986832,98.81362157,99.26908062,99.29143999,99.92813883,99.9559238,99.92552182,99.89970151,99.92686856,99.93149226,99.95549401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-63,99.85231064,99.88294448,99.72031458,99.8857976,99.79912436,99.88565596,99.8125616,99.91463324,99.89839936,99.28135366,98.82298645,99.72947067,99.59462418,99.617398,99.59027441,99.85724409,99.84745681,99.89514661,99.93188672,99.93555436,99.89937148,99.54444312,99.91876888,99.4114225,99.50144116,99.01833474,98.62608709,98.46983354,86.84640953,86.63237394,83.17174812,84.74390484,86.44164493,86.6859956,85.32289593,86.12053898,86.60085761,85.40946988,83.39378155,86.39080123,83.27741381,83.52594981,84.32630784,69.94114558,70.36936142,69.17101072,69.49297848,67.83271438,70.53300862,71.68317518,71.81875869,73.13700334,71.82367614,69.95970731,71.17649875,68.80102554,69.66005746,72.22622036,69.87941984,70.2237369,70.05243274,70.15912006,70.29172127,69.34862565,68.46530152,68.13805354,69.06136609,68.45914809,68.83997073,68.95459168,68.48040917,67.54553299,71.53471379,98.65545294,98.15931398,98.66513743,98.51511225,99.01974347,98.7898436,99.47050209,99.12522812,98.24460938,96.80941802,97.9397645,97.86961796,98.93925163,97.49687904,99.50711569,99.16414652,99.16192354,99.05126039,99.23031085,98.65065886,99.19919809,99.59100526,99.42051818,98.73235888,96.95824072,97.3352984,97.32492849,98.23625145,96.98210756,98.56198404,98.63072252,99.17398775,99.58750787,99.57679766,98.67357579,98.0081633,98.92890498,99.4212594,99.11553741,98.06155065,96.93447492,97.89846845,98.89059258,96.65691858,96.9600085,99.3991093,98.99199622,98.845507,98.82533527,96.47102631,99.03958821,98.71796432,99.17001376,99.21805499,99.97454663,99.95883081,99.9268223,99.90788981,99.96391512,99.93875222,99.97605738,99.92519548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-64,98.73844696,98.5387743,98.99321251,98.57434618,98.84563482,98.5977828,98.80169471,98.65174849,98.66920043,99.00917563,98.70457114,99.01611667,99.10556369,99.02014177,98.97870143,98.71300666,98.66947814,98.33724701,98.57423972,98.51896774,98.72008357,99.04308932,98.52904321,98.92804545,99.23240478,99.36588445,99.38766062,99.40743957,87.93695069,87.5408112,84.28313105,84.87779202,86.7322914,88.47655534,87.05820614,87.11724161,88.16825254,86.74535263,84.42190226,86.86430416,83.43814308,84.05096587,84.47581014,75.74827146,76.18665854,74.90883895,75.36713567,73.6210986,76.32649761,77.47591296,77.56587179,78.75143207,77.47349934,75.7266776,77.02592014,74.6534254,75.48668535,77.91465625,75.63869132,75.97382432,75.8453577,75.90594357,76.10018477,75.16228311,74.29144563,73.93747907,74.85055123,74.30472815,74.76080498,74.80737217,74.30410617,73.37971402,77.53802617,99.22781736,99.25664357,99.35792013,99.30385651,99.24116824,99.31162464,99.01735823,99.11660205,99.34169951,98.90587879,99.31898419,99.30174694,99.33292388,99.2086319,98.85206599,99.11701566,99.04250694,99.15121522,99.08227088,99.35254411,99.22363664,98.82561096,99.03480806,99.15493307,98.79512968,99.01647868,99.01994721,99.23291479,98.88370617,99.25198583,99.12983236,99.10489804,98.9293477,98.94036464,99.08281468,98.98993639,99.15979493,98.89763987,99.2222446,99.11947998,98.58950792,98.90044461,99.32438522,98.31987431,98.44787053,98.83436951,99.01894744,98.76996218,98.98740042,98.06542069,99.13041014,98.96603019,98.93034522,98.81498794,98.17153852,98.51495193,98.74711259,98.75004714,98.57216262,98.55537685,98.38450286,98.40374322,98.22595034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-65,99.94765349,99.91536217,99.9147692,99.94165867,99.93900045,99.93962442,99.95068488,99.93616625,99.95372092,99.43689185,99.13180312,99.92959992,99.85424772,99.86948015,99.75437929,99.94431953,99.91024488,99.8561532,99.94198924,99.91511122,99.95932181,99.76069069,99.93658124,99.52326127,99.79494429,99.46295739,99.18077799,99.04652738,87.50770022,87.27032098,83.84641597,85.13893534,86.90592251,87.50473442,86.11125282,86.73647368,87.35462305,86.11375325,84.02413124,86.90600598,83.68614505,84.05333722,84.74028352,71.31894108,71.75185689,70.51670429,70.84946697,69.11993524,71.91625679,73.09468979,73.22104504,74.49962792,73.19884693,71.36176454,72.56309332,70.14426201,71.02162303,73.61645431,71.26244233,71.61815721,71.44988998,71.54339009,71.66057946,70.71146107,69.79119062,69.46787637,70.4146933,69.79323601,70.21650844,70.28680881,69.80986378,68.83556216,72.97731262,99.10369464,98.74076185,99.14692482,99.01975224,99.43350256,99.27928073,99.7646748,99.48146494,98.83579906,97.62889778,98.59488709,98.53032599,99.3463379,98.22493009,99.75444002,99.48475214,99.51143641,99.43351417,99.59573342,99.13826208,99.53857489,99.81654076,99.71970571,99.1832751,97.7354843,98.07020685,98.0833784,98.80585712,97.76887802,99.08899246,98.95479615,99.39642793,99.73887666,99.65313777,99.09626512,98.55671362,99.29540525,99.52866768,99.38727579,98.60467326,97.63476358,98.44027698,99.30365808,97.3328872,97.55421993,99.57782468,99.20491908,99.01863199,99.14937601,97.09967716,99.33280184,99.06916396,99.38968517,99.3737298,99.81439515,99.90086369,99.93341867,99.89452615,99.93718787,99.87514427,99.87777214,99.82371687,99.85514054,98.68175561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-66,97.2294488,96.89729508,97.54742871,96.93393225,97.35240328,96.98961524,97.33590359,97.14590887,97.07440279,97.39993205,97.98951896,97.59514193,97.85298411,97.69983354,97.67183189,97.28297207,97.139669,96.68130165,96.90323263,96.87594194,97.19813021,97.79466147,96.9566499,97.43661859,98.10732914,98.51612972,98.69037765,98.82495936,89.09816223,88.65005057,85.62141191,85.95093704,87.65885594,90.23935333,88.87523783,88.38808756,89.6209335,88.31950622,86.00864129,87.86575417,84.59716693,85.35249159,85.5640177,77.83843948,78.15901833,77.12529695,77.48366889,76.1050558,78.23712904,79.18174039,79.22983896,80.16509062,79.08942412,77.73080231,78.82696132,76.88276612,77.54359857,79.51457117,77.72034517,77.99413396,77.87777906,77.93035063,78.08039501,77.3283747,76.61633784,76.30417079,77.05960037,76.59977278,76.90543843,77.0126862,76.60261296,75.83539342,79.23178529,98.04482252,98.34378536,98.29106537,98.28730145,98.07749117,98.45313833,97.82114955,97.77954391,98.57016039,98.70804122,98.74770632,98.76011537,98.11468228,98.95316516,97.49208652,97.7541737,97.7430053,97.93728826,97.852432,98.34192664,97.96596388,97.42647774,97.76383995,97.80468678,98.12964016,98.33545794,98.39138515,98.20633719,98.32734886,98.16746164,98.93963363,98.54554597,98.02804126,97.92470508,98.87364098,99.19924379,98.78973328,98.15490822,98.64451559,99.21906762,99.32508724,99.16853143,98.87285772,99.1421827,98.90339633,97.9581759,98.61476976,98.49235839,98.7195214,98.83603292,98.67692943,98.76939731,98.40646338,98.30720617,96.32824394,96.79318817,97.14698286,97.14417064,96.8916084,96.85723549,96.67629878,96.6579444,96.39634667,98.3562131,97.07200398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-68,99.91980964,99.91912587,99.78083498,99.92706665,99.88060391,99.93338707,99.86902746,99.95995806,99.94944897,99.34308027,99.02178868,99.80902095,99.68437843,99.71365964,99.66560831,99.9263757,99.9111873,99.92459986,99.96673723,99.96773562,99.93160338,99.64860415,99.95974656,99.44616739,99.61021729,99.17024839,98.81717847,98.66109671,86.93267407,86.70195191,83.25118275,84.7683661,86.4617394,86.80100038,85.42453434,86.17829801,86.72542349,85.49861308,83.45965413,86.44617039,83.2832852,83.57485344,84.34456119,70.64003058,71.07008735,69.86869978,70.19683924,68.54138595,71.24133856,72.38576581,72.5233404,73.82695988,72.5228322,70.66945526,71.88280662,69.49529691,70.36447704,72.92618671,70.58565837,70.9379104,70.7666797,70.86701406,71.00004641,70.06045454,69.17008484,68.85062006,69.77024901,69.17037729,69.56210758,69.65894022,69.18456113,68.25057578,72.23486479,98.8119795,98.37424415,98.84173755,98.71459437,99.17483762,98.97665919,99.60558633,99.26324795,98.45945368,97.07807759,98.18165016,98.10804832,99.09647011,97.73448659,99.61228197,99.28698676,99.28687655,99.20155246,99.35670347,98.83776739,99.33887288,99.70957427,99.55094349,98.90392337,97.22337358,97.57606676,97.58572815,98.43993899,97.25387329,98.74509244,98.79015628,99.31840642,99.68489528,99.66375918,98.85156055,98.21405384,99.09195356,99.50314008,99.23243327,98.26290799,97.20622039,98.10391432,99.06509589,96.90489343,97.18273372,99.49284367,99.09894908,98.9395495,98.96648486,96.72791144,99.17791984,98.87453721,99.29841325,99.31302401,99.96374855,99.96920275,99.95218496,99.9291702,99.97350233,99.94799024,99.97344928,99.93615898,99.9715941,98.39994496,99.89232712,96.71911199,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-70,99.90878038,99.8931843,99.8424419,99.89762523,99.89152019,99.90657376,99.88821281,99.94458377,99.9380935,99.54453452,99.0658701,99.8621744,99.74990959,99.76535654,99.66300539,99.91254952,99.85404893,99.84778636,99.93365846,99.92675956,99.93465724,99.61841612,99.9222287,99.63690496,99.70049058,99.3171175,98.99918392,98.87419331,86.95381212,86.70443155,83.21213168,84.62227361,86.38286173,87.0282245,85.6410332,86.2454555,86.82427851,85.60273867,83.49790875,86.34997809,83.15246306,83.4874373,84.21338975,70.75257652,71.15930594,70.00997656,70.33198156,68.73257202,71.30649278,72.4194908,72.53514044,73.78348426,72.50559701,70.74939546,71.94684087,69.65188639,70.46666854,72.92188868,70.67929834,71.016392,70.85654776,70.94740302,71.08745728,70.1840403,69.33093089,69.01320952,69.89872161,69.33061075,69.6719763,69.8006698,69.33932409,68.44182418,72.31656688,98.86779146,98.46796043,98.93130419,98.78759459,99.21692741,99.06481774,99.60900427,99.25283638,98.59674078,97.32055225,98.36090115,98.2892909,99.1526967,97.98546669,99.56834428,99.27725302,99.28667933,99.2086665,99.38504641,98.90412181,99.35535927,99.67011414,99.53607909,98.90167827,97.3469384,97.72391169,97.72663242,98.52779738,97.40652153,98.80793655,99.11065055,99.51852968,99.76707204,99.79595345,99.11340893,98.55175607,99.30878139,99.70026011,99.48344181,98.60528348,97.60326855,98.45269488,99.28089411,97.3864302,97.64092009,99.6478004,99.38899054,99.24681119,99.23490765,97.15833756,99.41607115,99.09938636,99.43952019,99.51624007,99.89420279,99.94613112,99.96770192,99.97982639,99.95273544,99.96775876,99.94325494,99.90357684,99.92457395,98.6779687,99.88357285,97.09753127,99.94244202,,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-71,99.92569097,99.89527049,99.84936956,99.90284893,99.89115285,99.91210915,99.89484544,99.95727003,99.94992312,99.49346496,99.07715665,99.87634152,99.76865165,99.78290238,99.69608051,99.93251337,99.8754091,99.85682305,99.94660337,99.94324951,99.95036208,99.67435159,99.94258778,99.59237196,99.72885097,99.33811857,99.0171249,98.89631165,87.08840564,86.84539238,83.35701681,84.76166089,86.53186554,87.13287261,85.7347025,86.3618689,86.94564299,85.72319244,83.6173765,86.49956078,83.30303166,83.61765873,84.36694975,70.87415639,71.28944029,70.10473306,70.43339214,68.79051076,71.43270302,72.57075507,72.68928498,73.95574952,72.6623277,70.87529351,72.08055295,69.7520941,70.58029642,73.08071994,70.7976492,71.13698228,70.97201358,71.0714364,71.20711691,70.28941018,69.41516723,69.09124255,69.99408223,69.41532028,69.77412676,69.89590709,69.4294072,68.51457927,72.45582127,98.93438209,98.52892968,98.97528878,98.84183,99.26212979,99.10239821,99.63439754,99.30562221,98.64018202,97.37829692,98.39096066,98.32255239,99.20174386,98.02076095,99.6085441,99.34148605,99.33790835,99.26082259,99.42989706,98.95809133,99.39784836,99.68383943,99.57806194,98.97058498,97.43550913,97.79580437,97.79582888,98.58453866,97.4863418,98.86923826,99.06293669,99.46399644,99.76816902,99.75330233,99.06444356,98.52102938,99.28241129,99.65604788,99.45003412,98.57836257,97.56133166,98.41472242,99.26106367,97.31221206,97.56714305,99.63565286,99.32506132,99.18179215,99.18993646,97.12447878,99.37736806,99.10038099,99.43999543,99.48380162,99.9104105,99.96668697,99.9813113,99.96022891,99.98023022,99.95847523,99.96126992,99.90948843,99.94485017,98.64037573,99.91855523,97.03838229,99.95176701,99.97531245,,,,,,,,,,,,,,,,,,,,,,,,,,
D1-72,99.84835255,99.8544448,99.66965214,99.86430258,99.8013785,99.87156036,99.78586779,99.91278969,99.89718024,99.24555389,98.94173662,99.70568768,99.55634219,99.57872161,99.55657986,99.85443283,99.85465522,99.8873586,99.92900565,99.92372494,99.87403171,99.5374713,99.92618502,99.37840199,99.47637372,98.98011398,98.60003083,98.43035972,86.68084484,86.45533273,83.01334601,84.64421128,86.2880469,86.49644784,85.14699884,85.95661653,86.45938106,85.24464905,83.24883294,86.26508878,83.16199034,83.39628586,84.2076403,70.31290613,70.74087374,69.55586884,69.88107229,68.27418757,70.92341182,72.03195769,72.185269,73.49203905,72.19754487,70.34359841,71.55008318,69.17566983,70.05526611,72.59009281,70.27057624,70.60949589,70.43456604,70.54800929,70.69136663,69.75478187,68.89351006,68.55728724,69.465002,68.87862726,69.26636656,69.36128239,68.88778572,67.96617939,71.82917157,98.58789636,98.11761713,98.62711371,98.47704003,98.96754977,98.75461917,99.45124387,99.07627371,98.20338585,96.7568783,97.91618382,97.83742046,98.89277569,97.45264802,99.46764148,99.11219779,99.09935958,99.00753096,99.15932648,98.61949704,99.17491037,99.58849165,99.38581092,98.68589307,96.89978108,97.26390955,97.28543029,98.17896661,96.9324609,98.50215201,98.68418884,99.25341559,99.61708911,99.61828414,98.71040181,98.02804102,98.96896363,99.44982142,99.13597601,98.08033675,96.9878002,97.93736416,98.90905827,96.71226939,96.99886538,99.40651934,99.02655602,98.85237221,98.86386531,96.51819088,99.07904588,98.75751123,99.21240311,99.25178885,99.96000894,99.96067092,99.91471353,99.89860766,99.92204081,99.94493552,99.96766726,99.94527783,99.9436373,98.25308723,99.80938759,96.54550967,99.95886253,99.90260246,99.90147755,,,,,,,,,,,,,,,,,,,,,,,,,
